roll ,z
pitch ,y
pitch ,y
pris ,z




roll ,z
pitch ,y
pitch ,y
pris ,y




roll ,z
pitch ,y
pitch ,y
pitch ,z




roll ,z
pitch ,y
pitch ,y
roll ,x




roll ,z
pitch ,y
pitch ,y
pris ,x




roll ,z
pitch ,y
pitch ,y
roll ,z




roll ,z
pitch ,y
pitch ,y
pitch ,x




roll ,z
pitch ,y
pris ,x
roll ,y




roll ,z
pitch ,y
pris ,x
pitch ,y




roll ,z
pitch ,y
pris ,x
pris ,y




roll ,z
pitch ,y
pris ,x
pitch ,z




roll ,z
pitch ,y
pris ,x
roll ,x




roll ,z
pitch ,y
pris ,x
pris ,x




roll ,z
pitch ,y
pris ,x
roll ,z




roll ,z
pitch ,y
pris ,x
pitch ,x




roll ,z
pris ,y
pitch ,z
roll ,y




roll ,z
pris ,y
pitch ,z
pitch ,y




roll ,z
pris ,y
pitch ,z
pris ,z




roll ,z
pris ,y
pitch ,z
pris ,y




roll ,z
pris ,y
pitch ,z
pitch ,z




roll ,z
pris ,y
pitch ,z
roll ,x




roll ,z
pris ,y
pitch ,z
pris ,x




roll ,z
pris ,y
pitch ,z
roll ,z




roll ,z
pris ,y
pitch ,z
pitch ,x




roll ,z
pris ,y
roll ,x
roll ,y




roll ,z
pris ,y
roll ,x
pitch ,y




roll ,z
pris ,y
roll ,x
pris ,z




roll ,z
pris ,y
roll ,x
pris ,y




roll ,z
pris ,y
pitch ,x
roll ,y




roll ,z
pris ,y
pitch ,x
pitch ,y




roll ,z
pris ,y
pitch ,x
pris ,z




roll ,z
pris ,y
pitch ,x
pris ,y




roll ,z
pris ,y
pitch ,x
pitch ,z




roll ,z
pris ,y
pitch ,x
roll ,x




roll ,z
pris ,y
pitch ,x
pris ,x




roll ,z
pris ,y
pitch ,x
roll ,z




roll ,z
pris ,y
pitch ,x
pitch ,x




roll ,z
pris ,y
roll ,z
roll ,y




roll ,z
pris ,y
roll ,z
pitch ,y




roll ,z
pris ,y
roll ,z
pris ,y




roll ,z
pris ,y
pris ,x
roll ,y




roll ,z
pris ,y
pris ,x
pitch ,y




roll ,z
pris ,y
pris ,x
pitch ,z




roll ,z
pris ,y
pris ,x
roll ,x




roll ,z
pris ,y
pris ,x
pris ,x




roll ,z
pris ,y
pris ,x
roll ,z




roll ,z
pris ,y
pris ,x
pitch ,x




roll ,z
pris ,y
roll ,y
roll ,y




roll ,z
pris ,y
roll ,y
pitch ,y




roll ,z
pris ,y
roll ,y
pris ,z




roll ,z
pris ,y
roll ,y
pris ,y




roll ,z
pris ,y
pitch ,y
roll ,y




roll ,z
pris ,y
pitch ,y
pitch ,y




roll ,z
pris ,y
pitch ,y
pris ,z




roll ,z
pris ,y
pitch ,y
pris ,y




roll ,z
pris ,y
pitch ,y
pitch ,z




roll ,z
pris ,y
pitch ,y
roll ,x




roll ,z
pris ,y
pitch ,y
pris ,x




roll ,z
pris ,y
pitch ,y
roll ,z




roll ,z
pris ,y
pitch ,y
pitch ,x




roll ,z
pris ,y
pris ,y
roll ,y




roll ,z
pris ,y
pris ,y
pitch ,y




roll ,z
pris ,y
pris ,y
pitch ,z




roll ,z
pris ,y
pris ,y
roll ,x




roll ,z
pris ,y
pris ,y
pris ,x




roll ,z
pris ,y
pris ,y
roll ,z




roll ,z
pris ,y
pris ,y
pitch ,x




